species,longitude,latitude
Phrynobatrachus auritus,10.69,1.03
Phrynobatrachus auritus,10.71,1.03
Phrynobatrachus auritus,10.69,1.08
Phrynobatrachus auritus,10.69,1.08
Phrynobatrachus auritus,10.69,1.08
Phrynobatrachus auritus,10.7,1.09
Phrynobatrachus auritus,10.67,1.07
Phrynobatrachus auritus,10.66,1.09
Phrynobatrachus auritus,12.95,1.23
Phrynobatrachus auritus,12.92,1.24
Phrynobatrachus auritus,12.95,1.21
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.95,1.21
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.94,1.22
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.95,1.23
Phrynobatrachus auritus,12.94,1.22
Phrynobatrachus auritus,12.94,1.22
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.94,1.2
Phrynobatrachus auritus,12.94,1.18
Phrynobatrachus auritus,12.94,1.2
Phrynobatrachus auritus,12.94,1.23
Phrynobatrachus auritus,12.95,1.22
Phrynobatrachus auritus,12.94,1.21
Phrynobatrachus auritus,12.93,1.2
Phrynobatrachus auritus,12.93,1.19
Phrynobatrachus auritus,12.93,1.2
Phrynobatrachus auritus,12.93,1.23
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,10.87,4.84
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
Phrynobatrachus auritus,9.21,6.13
